"Up the Yangtze","Documentary","A luxury cruise boat motors up the Yangtze - navigating the mythic waterway known in China simply as "The River." The Yangtze is about to be transformed by the biggest hydroelectric dam in history. At the river's edge - a young woman says goodbye to her family as the floodwaters rise towards their small homestead. The Three Gorges Dam - contested symbol of the Chinese economic miracle - provides the epic backdrop for Up the Yangtze, a dramatic feature documentary on life inside modern China."
"Alone in the Wilderness","Documentary","Documentary tells the story of Dick Proenneke who, in the late 1960s, built his own cabin in the wilderness at the base of the Aleutian Peninsula, in what is now Lake Clark National Park. Using color footage he shot himself, Proenneke traces how he came to this remote area, selected a homestead site and built his log cabin completely by himself. The documentary covers his first year in-country, showing his day-to-day activities and the passing of the seasons as he sought to scratch out a living alone in the wilderness."
"Cocaine Cowboys","Documentary,Crime","In the 1980s, ruthless Colombian cocaine barons invaded Miami with a brand of violence unseen in this country since Prohibition-era Chicago - and it put the city on the map. "Cocaine Cowboys" is the true story of how Miami became the drug, murder and cash capital of the United States, told by the people who made it all happen."
"The One Percent","Documentary","In this hard-hitting but humorous documentary, director Jamie Johnson takes the exploration of wealth that he began in Born Rich one step further. The One Percent, refers to the tiny percentage of Americans who control nearly half the wealth of the U.S. Johnson's thesis is that this wealth in the hands of so few people is a danger to our very way of life. Johnson captures his story through personal interviews with Robert Reich, Adnan Khashoggi, Bill Gates Sr., and Steve Forbes, during which both Johnson's and his subjects' knowledge and humor shine. And he's not afraid to butt heads with Milton Friedman, the economist who coined the term "the trickledown effect." He also shows how the other half lives, using real-world examples of the wealth gap: he takes a tour of a dilapidated housing project in Chicago, rides around with an enlightened taxi driver, and sees the human toll of the unfair economics of the Florida sugar industry. Johnson's film is at its most powerful when it reveals how the super-rich work to preserve their own monetary dominance. As a member of the "Johnson & Johnson" family, he gets rare access to an exclusive wealth conference at which the über rich learn strategies for preserving their fortunes, and learns the personal management styles of some of the countries wealthiest employers. No great society has survived such a massive wealth gap; who knows if ours will?"
"Dear Zachary: A Letter to a Son About His Father","Documentary,Crime,Drama","In 2001, Andrew Bagby, a medical resident, is murdered not long after breaking up with his girlfriend. Soon after, when she announces she's pregnant, one of Andrew's many close friends, Kurt Kuenne, begins this film, a gift to the child. Friends, relatives, and colleagues say warm and loving things about Andrew, home movies confirm his exuberance. Andrew's parents, Kathleen and David, move to Newfoundland, Canada where the ex-girlfriend has gone. They await an arrest and trial of the murderer. They negotiate with the ex-girlfriend to visit their grandchild, Zachary, and they seek custody. Is there any justice; is Zachery a sweet and innocent consolation for the loss of their son?"
"Jiro Dreams of Sushi","Documentary","In the basement of a Tokyo office building, 85 year old sushi master Jiro Ono works tirelessly in his world renowned restaurant, Sukiyabashi Jiro. As his son Yoshikazu faces the pressures of stepping into his father's shoes and taking over the legendary restaurant, Jiro relentlessly pursues his lifelong quest to create the perfect piece of sushi."
"Facing Ali","Documentary,Sport","The life and career of Muhammad Ali (1942- ) as seen chronologically in archival footage: Ali as a fighter, a personality, a political lightening rod, and a man. Boxers who fought him describe what led up to major fights and the matches themselves; they also offer personal revelations about their own lives: George Chuvalo's family losses, George Foreman's conversion, Ken Norton's gratitude, Ron Lyle's teaching, Earnie Shaver's encounter with the Klan, and Joe Frazier's good humor pack their own punch. The fighters talk about Ali's quickness, cunning, and recuperative powers - and how fighting him changed their lives."
"Ai Weiwei: Never Sorry","Documentary","AI WEIWEI: NEVER SORRY is the first feature-length film about the internationally renowned Chinese artist and activist, Ai Weiwei. In recent years, Ai has garnered international attention as much for his ambitious artwork as his political provocations. AI WEIWEI: NEVER SORRY examines this complex intersection of artistic practice and social activism as seen through the life and art of China's preeminent contemporary artist. From 2008 to 2010, Beijing-based journalist and filmmaker Alison Klayman gained unprecedented access to Ai Weiwei. Klayman documented Ai's artistic process in preparation for major museum exhibitions, his intimate exchanges with family members and his increasingly public clashes with the Chinese government. Klayman's detailed portrait of the artist provides a nuanced exploration of contemporary China and one of its most compelling public figures."
"How to Survive a Plague","Documentary,History,News","In the early years of the AIDS epidemic, the disease was considered a death sentence affecting communities, like the LGBT ones, whom many in power felt deserved it. This film tells the story of how militant activists like ACT-UP and TAG pushed for a meaningful response to this serious public health problem. As the activists struggled against political indifference, religious hostility, corporate greed and apparently skewed scientific research priorities with determination and sheer audacity, they produced a political wave that would lead to not only an effective treatment regime, but would advance LGBT rights beyond anyone's expectations."
"The Last Lions","Documentary,Family","Fifty years ago there were close to half-a-million lions in Africa. Today there are around 20,000. To make matters worse, lions, unlike elephants, which are far more numerous, have virtually no protection under government mandate or through international accords. This is the jumping-off point for a disturbing, well-researched and beautifully made cri de coeur from husband and wife team Dereck and Beverly Joubert, award-winning filmmakers from Botswana who have been Explorers-in-Residence at National Geographic for more than four years. Pointing to poaching as a primary threat while noting the lion's pride of place on the list for eco-tourists-an industry that brings in 200 billion dollars per year worldwide-the Jouberts build a solid case for both the moral duty we have to protect lions (as well as other threatened "big cats," tigers among them) and the economic sense such protection would make. And when one takes into account the fact that big cats are at the very top of the food chain-and that their elimination would wreak havoc on all species below them, causing a complete ecosystem collapse-the need takes on a supreme urgency."
"March of the Penguins","Documentary","Each winter, alone in the pitiless ice deserts of Antarctica, deep in the most inhospitable terrain on Earth, a truly remarkable journey takes place as it has done for millennia. Emperor penguins in their thousands abandon the deep blue security of their ocean home and clamber onto the frozen ice to begin their long journey into a region so bleak, so extreme, it supports no other wildlife at this time of year. In single file, the penguins march blinded by blizzards, buffeted by gale force winds. Guided by instinct, by the otherworldly radiance of the Southern Cross, they head unerringly for their traditional breeding ground where--after a ritual courtship of intricate dances and delicate maneuvering, accompanied by a cacophony of ecstatic song--they will pair off into monogamous couples and mate. The females remain long enough only to lay a single egg. Once this is accomplished, exhausted by weeks without nourishment, they begin their return journey across the ice-field to the fish-filled seas. The male emperors are left behind to guard and hatch the precious eggs, which they cradle at all times on top of their feet. After two long months during which the males eat nothing, the eggs begin to hatch. Once they have emerged into their ghostly white new world, the chicks can not survive for long on their fathers' limited food reserves. If their mothers are late returning from the ocean with food, the newly-hatched young will die. Once the families are reunited, the roles reverse, the mothers remaining with their new young while their mates head, exhausted and starved, for the sea, and food. While the adults fish, the chicks face the ever-present threat of attack by prowling giant petrels. As the weather grows warmer and the ice floes finally begin to crack and melt, the adults will repeat their arduous journey countless times, marching many hundreds of miles over some of the most treacherous territory on Earth, until the chicks are ready to take their first faltering dive into the deep blue waters of the Antarctic."
"Sicko","Documentary,Drama,History","In this documentary, the director/writer Michael Moore exposes the dysfunctional North American health care system, oriented to huge profits and not for their mission of saving lives. Further, he shows the corruption in the political system, with members of government and congress "bought" by the corporations and the situation of the average American citizens, including those that volunteered to work in the rescue mission of the September 11th. Then he travels to Canada, Great Britain and France to compare their systems showing their hospital, doctors, staffs and patients. Last but not the least, he shows that the prisoners in Guantanamo have better medical treatment than the common people in USA, and he ends getting free treatment to the Americans that participate along the documentary in Cuba."
"Capitalism: A Love Story","Documentary","Most Americans believe that capitalism is a system of the production and distribution of preferred goods and services in return for what consumers are willing to pay for them, and that this system is the bedrock on which the United States is built and upon which the country should function. This system may have functioned well in the United States in the post World War II era when there was little global competition and which truly established the middle class. However capitalism as seen in the United States today, which truly took hold in the Reagan era, is more about the want of the wealthy to get wealthier at the expense of all others. The country at that time started to be run more like a business than like a traditional government. Since, there has been a manipulation by the power brokers on Wall Street of government for their benefit, often at the expense of the the dwindling middle class and working class, and often without that production of a good or service demanded by society. The system continues to operate as most Americans strive to be among the wealthy and see capitalism as a system where becoming wealthy is at least possible. Capitalism is often associated with the ideals of Christianity and the concurrent American ideal of democracy, the latter which is increasingly not the case, where economic power is held in the hands of the few. Corporate America's biggest fear is democracy where in a one person/one vote system, a wealthy person has as much power as a poor person. With the poor increasingly outnumbering the wealthy, the poor banding together may show capitalism for what it is, at least in today's global system."
"Bowling for Columbine","Documentary,History","Filmmaker Michael Moore sets out to explore the reason(s) behind the massacre of 12 students and a teacher at Columbine High School on April 20, 1999. He documents how two students, Eric Harris and Dylan Klebold, easily acquired four pieces of firearms, despite of having a history of arrests, juvenile detention, counseling sessions, and drug dependencies. He documents how the U.S. has ended up as a country with the highest number of gun-related killings on Earth. With interviews with people like Charlton Heston, former President of the National Rifle Association, who lives in a fortified mansion, Moore shows how easy it is to acquire guns and munitions - with examples of a bank giving a free gun just for opening a bank account, and of one particular municipality that makes gun-ownership mandatory. Moore then links the involvement of the U.S. with tyrants and terrorists such as Saddam Hussein and Osama Bin Laden for its' own narrow gains - resulting in deaths of millions of civilians from 1953 through to 2001 - and its' refusal to review and change it's now notorious 'Foreign Policy'."
"The Cove","Documentary,Crime","Richard O'Barry was the man who captured and trained the dolphins for the television show Flipper (1964). O'Barry's view of cetaceans in captivity changed from that experience when as the last straw he saw that one of the dolphins playing Flipper - her name being Kathy - basically committed suicide in his arms because of the stress of being in captivity. Since that time, he has become one of the leading advocates against cetaceans in captivity and for the preservation of cetaceans in the wild. O'Barry and filmmaker 'Louie Psihoyos (I)' go about trying to expose one of what they see as the most cruel acts against wild dolphins in the world in Taiji, Japan, where dolphins are routinely corralled, either to be sold alive to aquariums and marine parks, or slaughtered for meat. The primary secluded cove where this activity is taking place is heavily guarded. O'Barry and Psihoyos are well known as enemies by the authorities in Taiji, the authorities who will use whatever tactic to expel the two from Japan forever. O'Barry, Psihoyos and their team covertly try to film as a document of conclusive evidence this cruel behavior. They employ among others Hollywood cameramen and deep sea free divers. They also highlight what is considered the dangerous consumption of dolphin meat (due to its high concentration of mercury) which is often sold not as dolphin meat, and the Japanese government's methodical buying off of poorer third world nations for their support of Japan's whaling industry, that support most specifically at the International Whaling Commission."
"Freakonomics","Documentary","The field of economics can study more than the workings of economies or businesses, it can also help explore human behavior in how it reacts to incentives. Economist Steven D. Levitt and journalist Stephen J. Dubner host an anthology of documentaries that examines how people react to opportunities to gain, wittingly or otherwise. The subjects include the possible role a person's name has for their success in life, why there is so much cheating in an honor bound sport like sumo wrestling, what helped reduce crime in the USA in the 1990s onward and we follow an school experiment to see if cash prizes can encourage struggling students to improve academically."
"Waiting for 'Superman'","Documentary","Filmmaker Davis Guggenheim reminds us that education "statistics" have names: Anthony, Francisco, Bianca, Daisy, and Emily, whose stories make up the engrossing foundation of WAITING FOR SUPERMAN. As he follows a handful of promising kids through a system that inhibits, rather than encourages, academic growth, Guggenheim undertakes an exhaustive review of public education, surveying "drop-out factories" and "academic sinkholes," methodically dissecting the system and its seemingly intractable problems."
"Restrepo","Documentary,War","Sebastian Junger and Tim Hetherington's year dug in with the Second Platoon in one of Afghanistan's most strategically crucial valleys reveals extraordinary insight into the surreal combination of back breaking labor, deadly firefights, and camaraderie as the soldiers painfully push back the Taliban."
"Grizzly Man","Documentary,Biography","For thirteen consecutive summers, the American Timothy Treadwell moved to Katmai in the Alaskan Peninsula to live among the grizzly bears, with the pretext of studying and protecting them. In 2003, his girlfriend Amie Huguenard and he were surprisingly attacked and eaten by a bear. Werner Herzog somehow accessed more than one hundred hours of footages filmed by Timothy and released this documentary, showing the life and death of Timothy Treadwell."
"Senna","Documentary,Biography,Sport","The story of the monumental life and tragic death of legendary Brazilian motor-racing Champion, Ayrton Senna. Spanning the decade from his arrival in Formula One in the mid 80's, the film follows Senna's struggles both on track against his nemesis, French World Champion Alain Prost, and off it, against the politics which infest the sport. Sublime, spiritual yet, on occasion, ruthless - Senna conquers and transcends Formula One to become a global superstar. Privately, he is humble, almost shy, and fiercely patriotic, donating millions to his native Brasil and contemplating a life beyond motor-racing. Yet he is struck down in his prime on the blackest weekend in the history of the sport, watched live on television by 300 million people. Years on he is revered in Formula One as the greatest motor racing driver of all time - and in Brasil as a Saint."
"Zeitgeist: Moving Forward","Documentary","A feature length documentary work which presents a case for a needed transition out of the current socioeconomic monetary paradigm which governs the entire world society. This subject matter will transcend the issues of cultural relativism and traditional ideology and move to relate the core, empirical "life ground" attributes of human and social survival, extrapolating those immutable natural laws into a new sustainable social paradigm called a "Resource-Based Economy"."
"An Inconvenient Truth","Documentary","Director Davis Guggenheim eloquently weaves the science of global warming with Mr. Gore's personal history and lifelong commitment to reversing the effects of global climate change.  A longtime advocate for the environment, Gore presents a wide array of facts and information in a thoughtful and compelling way.  "Al Gore strips his presentations of politics, laying out the facts for the audience to draw their own conclusions in a charming, funny and engaging style, and by the end has everyone on the edge of their seats, gripped by his haunting message," said Guggenheim.  An Inconvenient Truth is not a story of despair but rather a rallying cry to protect the one earth we all share.  "It is now clear that we face a deepening global climate crisis that requires us to act boldly, quickly, and wisely," said Gore."
"GasLand","Documentary","It is happening all across America-rural landowners wake up one day to find a lucrative offer from an energy company wanting to lease their property. Reason? The company hopes to tap into a reservoir dubbed the "Saudi Arabia of natural gas." Halliburton developed a way to get the gas out of the ground-a hydraulic drilling process called "fracking"-and suddenly America finds itself on the precipice of becoming an energy superpower."
"Food, Inc.","Documentary","The current method of raw food production is largely a response to the growth of the fast food industry since the 1950s. The production of food overall has more drastically changed since that time than the several thousand years prior. Controlled primarily by a handful of multinational corporations, the global food production business - with an emphasis on the business - has as its unwritten goals production of large quantities of food at low direct inputs (most often subsidized) resulting in enormous profits, which in turn results in greater control of the global supply of food sources within these few companies. Health and safety (of the food itself, of the animals produced themselves, of the workers on the assembly lines, and of the consumers actually eating the food) are often overlooked by the companies, and are often overlooked by government in an effort to provide cheap food regardless of these negative consequences. Many of the changes are based on advancements in science and technology, but often have negative side effects. The answer that the companies have come up with is to throw more science at the problems to bandage the issues but not the root causes. The global food supply may be in crisis with lack of biodiversity, but can be changed on the demand side of the equation."
"Man on Wire","Documentary,Biography","On August 7, 1974, Philippe Petit, a French wire walker, juggler, and street performer days shy of his 25th birthday, spent 45 minutes walking, dancing, kneeling, and lying on a wire he and friends strung between the rooftops of the Twin Towers. Uses contemporary interviews, archival footage, and recreations to tell the story of his previous walks between towers of Notre Dame and of the Sydney Harbour Bridge, his passions and friendships, and the details of the night before the walk: getting cable into the towers, hiding from guards, and mounting the wire. It ends with observations of the profound changes the walk's success brought to Philippe and those closest to him."
"No End in Sight","Documentary,War","Chronological look at the fiasco in Iraq, especially decisions made in the spring of 2003 - and the backgrounds of those making decisions - immediately following the overthrow of Saddam: no occupation plan, an inadequate team to run the country, insufficient troops to keep order, and three edicts from the White House announced by Bremmer when he took over: no provisional Iraqi government, de-Ba'athification, and disbanding the Iraqi armed services. The film has chapters (from History to Consequences), and the talking heads are reporters, academics, soldiers, military brass, and former Bush-administration officials, including several who were in Baghdad in 2003."
"Jesus Camp","Documentary,Drama","Becky Fischer is a Pentacostal minister who holds Evangelical Christian conferences and camps, the latter called "Kids on Fire" which are held in Devil's Lake, North Dakota. She holds the camps in the hopes of teaching Evangelical Christian children to lay down their life for God. She equates her philosophy to that of extremist Muslims teaching children literally to fight in the name of Islam, but with 'the right' message. She teaches the children at the camps to be outspoken in their beliefs with a passionate fervor, all in the name of Jesus Christ. Topics presented include the evils of Harry Potter (in Old Testament times, he would have been put to death for being a warlock), the waste of dead churches (where there is no passion in the praising of Jesus), the evils of abortion, and Evangelical Christians taking back government in the United States. The camp attendees soak up the messages like sponges as she is preaching to the converted. Her events are played out against the backdrop of the George W. Bush presidency, he who speaks to Ted Haggard, the leader of the National Association of Evangelicals, on a weekly basis. Christian radio host Mike Papantonio, who is non-Evangelical, provides his views of what he considers Fischer's indoctrination process, and especially the harm he sees in blurring the line between church and state."
"This Film Is Not Yet Rated","Documentary","In a rare and refreshing reversal of roles, filmmakers put the powerful Motion Picture Association of America (MPAA for short) under the microscope for inspection in Academy award-nominated director Kirby Dick's incisive look at stateside cinema's most notorious non-censoring censors. Compelled by the staggering amount of power that the MPAA ratings board wields, the filmmaker seeks out the true identities of the anonymous elite who control what films make it to the multiplex. He even goes so far as to hire a private investigator to stake out MPAA headquarters and expose Hollywood's best-kept secret. Along the way, Dick speaks with numerous filmmakers whose careers have been affected by the seemingly random and sexual-content obsessed judgments of the MPAA, including John Waters, Mary Harron, Darren Aronofsky, Kevin Smith, Matt Stone, and Atom Egoyan."
"Fuck","Documentary","This documentary takes a look on all sides of the infamous F-word. It's taboo,obscene and controversial, yet somehow seems to permeate every single aspect of our culture - from Hollywood, to the schoolyard to the Senate floor in Washington D.C. It's the word at the very center of the debate on Free Speech - and everyone seems to have an opinion. FUCK exams how the word is impacting our world today through interviews, film and television clips, music, and original animation by Bill Plympton. Scholars and linguists examine the long history of fuck. Comedians, actors, and writers who have charted and popularized the upward course of fuck are heard from, often while defending the Constitutional Right of Free Speech, all the way to the Supreme Court. FUCK visits with those who actually fuck for a living. We hear from advocates who oppose fuck and its infringement into our everyday lives. We watch some of the most famous and infamous film and television clips that feature fuck, we hear some of the most famous fucks ever uttered and we'll feel the impact of fuck on our everyday lives."
"Murderball","Documentary,Sport","Quad rugby as played by the US team, between 2002 games in Sweden and the 2004 Paralympics in Athens. Young men, most with spinal injuries, play this rough and tumble sport in special chairs, seated gladiators. We get to know several and their families. They talk frankly about their injuries, feelings in public, sex lives, competitiveness, and love of the game. There's also an angry former team member gone north to coach the Canadian team, tough on everyone, including his viola-playing son. We meet a recently injured man, in rehab, at times close to despair, finding possible joy in quad rugby. After Athens, the team meets young men injured in war: the future stars of Team USA."
"Bigger Stronger Faster*","Documentary,Sport","In America, we define ourselves in the superlative: we are the biggest, strongest, fastest country in the world. Is it any wonder that so many of our heroes are on performance enhancing drugs? Director Christopher Bell explores America's win-at-all-cost culture by examining how his two brothers became members of the steroid-subculture in an effort to realize their American dream."
"Tyson","Documentary,Sport","Mike Tyson narrates his life story as a reaction to fear and as a resolution not to be bullied or humiliated as he was when a boy in Brooklyn's mean streets. He starts boxing while at a state detention center; his coach there sends him to Cus D'Amato who becomes trainer, father figure, and confidence builder. Tyson wins a series of championships and, for six years, is unbeatable. A failed marriage, a felony conviction, and lack of training lead to his fall. We see later losing fights and archive footage of other incidents in his life. Tyson concludes by speaking philosophically about being a father and trying to be a better person."
"The King of Kong: A Fistful of Quarters","Documentary,Biography,Sport","In the early 1980s, legendary Billy Mitchell set a Donkey Kong record that stood for almost 25 years. This documentary follows the assault on the record by Steve Wiebe, an earnest teacher from Washington who took up the game while unemployed. The top scores are monitored by a cadre of players and fans associated with Walter Day, an Iowan who runs Funspot, an annual tournament. Wiebe breaks Mitchell's record in public at Funspot, and Mitchell promptly mails a controversial video tape of himself setting a new record. So Wiebe travels to Florida hoping Mitchell will face him for the 2007 Guinness World Records. Will the mind-game-playing Mitchell engage; who will end up holding the record?"
"When We Were Kings","Documentary,History,Sport","It's 1974, Muhammed Ali is 32 and thought by many to be past his prime. George Forman is ten years younger and the Heavyweight champion of the world. Promoter Don King wants to make a name for himself and offers both fighters five million dollars apiece to fight one another, and when they accept, King has only to come up with the money. He finds a backer in Mobutu Sese Suko, the dictator of Zaire and the "Rumble in the Jungle" is set. A musical festival, featuring the America's top black performers, like James Brown and B.B. King, is also planned."
"Dogtown and Z-Boys","Documentary,Sport","In the mid-70s, surfers from Venice-Santa Monica who hung out at the Zephyr Surf Shop would skateboard when the surf was quiet. Over the course of a few heady years, riding on polyurethane wheels and copying the surfing moves of Larry Bertleman, the Z-Boys invent and polish their style on a hilly street near the shop, on the asphalt slopes ringing school playgrounds, and then in swimming pools empty during California's drought. The Z-Boys astound upright skateboarders at the 1975 championship in Del Mar. Within a year, the team splinters as some players join better financed pro teams. The film ends with profiles of the stars, Jay Adams, Stacy Peralta, and Tony Alva."
"Pumping Iron","Documentary,Sport","From Gold's Gym in Venice Beach California to the showdown in Pretoria, amateur and professional bodybuilders prepare for the 1975 Mr. Olympia and Mr. Universe contests in this part-scripted, part-documentary film. Five-time champion Arnold Schwarzenegger defends his Mr. Olympia title against Serge Nubret and the shy young deaf Lou Ferrigno, whose father is his coach; the ruthless champ psyches out the young lion. Sardinian Franco Columbu competes in the lightweight class; at home in Italy he solves a tight parking problem by lifting the car into place. Joe Weider is the marketer; Mike Katz and Ken Waller go for the title of Mr. Universe. Bodybuilding and a celebrity-to-be go mainstream."
"The Corporation","Documentary,History","Since the late 18th century American legal decision that the business corporation organizational model is legally a person, it has become a dominant economic, political and social force around the globe. This film takes an in-depth psychological examination of the organization model through various case studies. What the study illustrates is that in the its behaviour, this type of "person" typically acts like a dangerously destructive psychopath without conscience. Furthermore, we see the profound threat this psychopath has for our world and our future, but also how the people with courage, intelligence and determination can do to stop it."
"Cave of Forgotten Dreams","Documentary,History","In 1994, a group of scientists discovered a cave in Southern France perfectly preserved for over 20,000 years and containing the earliest known human paintings. Knowing the cultural significance that the Chauvet Cave holds, the French government immediately cut-off all access to it, save a few archaeologists and paleontologists. But documentary filmmaker, Werner Herzog, has been given limited access, and now we get to go inside examining beautiful artwork created by our ancient ancestors around 32,000 years ago. He asks questions to various historians and scientists about what these humans would have been like and trying to build a bridge from the past to the present."
"Touching the Void","Documentary,Adventure,Drama","Joe Simpson and Simon Yates set out to climb the west face of the Siula Grande in the Peruvian Andes. It was 1985 and the men were young, fit, skilled climbers. The west face, remote and treacherous, had not been climbed before. Following a successful three-and-a-half-day ascent, disaster struck. Simpson fell a short distance and broke several bones in his leg. With no hope of rescue, the men decided to attempt descent together with Yates lowering Simpson 300 feet at a time in a slow, painful process that could have potentially been deadly for both. One further misstep led to Yates unknowingly lowering his injured partner over the lip of a crevasse. With the gradient having gone from steep to vertical, he was no longer able to hold on. Certain they were about to be pulled jointly to their deaths, the only choice was to cut the rope. How Simpson survived the fall, and made it back to base camp is a story that will astound and inspire. In Touching the Void, Yates and Simpson return to the Siula Grande for the first time to retell their story."
"Born Into Brothels: Calcutta's Red Light Kids","Documentary","Admist the apparent growing prosperity of India, there is a dark underbelly of poverty of another side of the nation that is little known. This film is a chronicle of filmmakers Zana Briski and Ross Kauffman's efforts to show that world of Calcutta's red light district. To do that, they inspired a special group of children of the prostitutes of the area to photograph the most reluctant subjects of it. As the kids excel in their new found art, the filmmakers struggle to help them have a chance for a better life away from the miserable poverty that threatens to crush their dreams."
