"Halloween","Horror,Thriller","On Halloween 1963, the small town of Haddonfield is shocked when six-year-old Michael Myers returns from trick-or-treating and for some unknown reason stabs his older sister to death with a big kitchen knife and is found by his parents staring into space with the bloody knife in his hand. Sent to a mental institution, Michael spends the next 15 years just sitting, still staring into space despite the best efforts of his Doctor, Dr. Samuel Loomis. Now, on October 30th 1978, something triggers Michael off and during a storm manages to steal a car from Dr. Loomis and Nurse Marion (who was coming to take Michael to court to keep him locked up) and goes back to Haddonfield where he steals a white mask. There, Laurie Stode, Micheal's younger sister, finds that Michael is stalking her during the day (at school, at her home etc - but she doesn't know who he is.) As Dr. Loomis arrives and with the sheriff frantically looks for Michael he doesn't know that Laurie is baby-sitting Lindsey and Tommy and that Laurie's friends Annie, Lynda and Bob are disappearing one by one..."
"Evil Dead II","Comedy,Horror","Ash and his girlfriend Linda are in a remote cabin in the woods. There he discovers a tape recorder that a professor had used to record incantations from the Necronomicon XMortis - the Book of the Dead. When he turns it on, the recording releases a dark, sinister force from the woods. It turns Linda into a zombie, her soul possessed by some hideous demon, and then tries to do the same to Ash. Other people come to help Ash, but one by one they are taken over by the Evil Dead force that also possesses Linda, the Professor, and the Professor's wife...and they try to make sure Ash is...Dead by Dawn!"
"Repulsion","Horror,Thriller","A Belgian girl, Carol, works as a manicurist at a London beauty salon. While having lunch, a good looking young man, Colin, spots her and makes a date for another evening. She shares a flat with her sister Helen. Her sister's married lover, Michael, brings out her dislike of men which she cannot explain to Colin. Michael takes Helen abroad for a holiday. Left alone in their flat, Carol's moments of catalepsy and hallucination increase and deepen into madness."
"Tales from the Crypt","Comedy,Crime,Horror","Half-hour stories with many themes, including; horror, twists, black-magic, sci.-fi. .... Introduced by a puppet called "The Crypt Keeper". A cross between the "Twilight Zone" and modern horror movies. Not suitable for the very young or squeamish."
"Dead of Night","Horror,Thriller","Walter Craig, an architect, is summoned down to a house called Pilgrim's Farm by a prospective client whom he does not know. On arrival he experiences strongly the feeling that he has been to the place before. He is taken into the house and introduced by his host to a group of people. These also are familiar, though none of them appear to know him. After somewhat constrained greetings he tells them that he has met them all, and the house, and the situation, is a recurring dream. He explains how this dream always starts quietly and pleasantly - at the present moment - but after a certain small incident invariably begins to darken into ghastly nightmare, culminating in horror - a horror of his own creation - from which he wakes up sweating with fear. He never remembers his dream for more than a few moments after waking, until the next time it occurs. He then describes the incident which will mark the turning point of his dream - the breaking of a pair of glasses belonging to one of the party, a psychiatrist. Increasingly fascinated, the party one by one reveal that each has at some time undergone an "inexplicable" experience. The narration of these make up the body of the film."
"Zombieland","Comedy,Horror","Searching for family. In the early twenty-first century, zombies have taken over America. A shy and inexperienced college student in Texas has survived by following his 30 rules: such as "look in the back seat," "double-tap," "avoid public restrooms." He decides to travel to Ohio to see if his parents are alive. He gets a ride with a boisterous zombie-hating good-old boy headed for Florida, and soon they confront a young woman whose sister has been bitten by a zombie and wants to be put out of her misery. The sisters were headed to an LA amusement park they've heard is zombie free. Can the kid from Ohio get to his family? And what about rule thirty one?"
"The Phantom of the Opera","Horror,Thriller","At the Opera of Paris, a mysterious phantom threatens a famous lyric singer, Carlotta and thus forces her to give up her role (Marguerite in Faust) for unknown Christine Daae. Christine meets this phantom (a masked man) in the catacombs, where he lives. What's his goal ? What's his secret ?"
"Peeping Tom","Horror,Thriller","Mark Lewis, works as a focus puller in a British film studio. On his off hours, he supplies a local porno shop with cheesecake photos and also dabbles in filmmaking. A lonely, unfriendly, sexually repressed fellow, Mark is obsessed with the effects of fear and how they are registered on the face and behavior of the frightened. This obsession dates from the time when, as a child, he served as the subject of some cold-blooded experiments in the psychology of terror conducted by his own scientist father. As a grown man, Mark becomes a compulsive murderer who kills women and records their contorted features and dying gasps on film. His ongoing project is a documentary on fear. With 16mm camera in hand, he accompanies a prostitute to her room and stabs her with a blade concealed in his tripod, all the while photographing her contorted face in the throes of terror and death. Alone in his room, he surrounds himself with the sights and sounds of terror: taped screams, black-and-white "home movies" of convulsed faces. At his house, he meets Helen Stephens, a young woman who lives with her blind mother in a downstairs flat. She visits his flat, where he shows her black-and-white films that were taken of him when he was a child. She is horrified to see that his father used him as a guinea pig in various experiments, taking movies of his reactions of fear."
"28 Days Later...","Horror,Sci-Fi,Thriller","Animal activists invade a laboratory with the intention of releasing chimpanzees that are undergoing experimentation, infected by a virus -a virus that causes rage. The naive activists ignore the pleas of a scientist to keep the cages locked, with disastrous results. Twenty-eight days later, our protagonist, Jim, wakes up from a coma, alone, in an abandoned hospital. He begins to seek out anyone else to find London is deserted, apparently without a living soul. After finding a church, which had become inhabited by zombie like humans intent on his demise, he runs for his life. Selena and Mark rescue him from the horde and bring him up to date on the mass carnage and horror as all of London tore itself apart. This is a tale of survival and ultimately, heroics, with nice subtext about mankind's savage nature."
"The Conjuring","Horror,Thriller","In 1971, family man Roger Perron and his wife Carolyn move to an old farmhouse in Rhode Island with their daughters Andrea, Nancy, Christine, Cindy and April. The family finds a hidden basement which the entrance is locked with planks. Soon they are haunted by noises and ghosts and Carolyn meets the famous paranormal investigators Lorraine and Ed Warren. They visit the house and Lorraine and Ed feel that the house is possessed by a fiend. Their further investigation shows that a witch has sacrificed her seven-day baby to Satan and has possessed other mothers that lived in the real estate to kill their children. Lorraine and Ed bring his friends Drew and Brad to help them to collect evidences to convince the Church that it is necessary an exorcism to save The Perron family from evil."
"Saw","Crime,Horror,Mystery","Two men wake up at opposite sides of a dirty, disused bathroom, chained by their ankles to pipes. Between them lies a dead man loosely clutching a hand-held tape player and a handgun. Each finds a tape the perfect fit for the player in their back pocket. They play the tapes. One is threatened, the other isn't. But they have a task: One must kill the other by 6:00, or his wife and daughter will die. They find hacksaws in a toilet, and try to cut the chains, but it doesn't work. They are the two newest victims of the Jigsaw Killer. In a flashback, we learn of Amanda, a girl who falls victim to the Jigsaw Killer. On her head is a mask, which is hooked into her lower jaw. There is a timer on it. Only one key will unlock it, and that key is in the digestive tract of her cell mate who lies paralyzed on the opposite side of the room. If she doesn't unlock the mask in time, her lower jaw will be ripped wide open. She survives, but her cell mate doesn't. Through a series of flashbacks, we learn of more victims, and of the nearly-successful capture of the Jigsaw Killer, who doesn't actually kill his victims. Instead, he finds ways to make them kill either themselves, or each other, and he thinks the entire 'game' out perfectly, with no other ways out. Or so it would seem."
"The Wicker Man","Horror,Mystery,Thriller","Sergeant Neil Howie arrives on a Scottish island looking for a missing teenager girl, Rowan Morrison. The place belongs to Lord Summerisle and is famous because of their plantation of apples and other fruits and their harvest. Sgt. Howie realizes that the locals are pagans, practicing old rituals, and Rowan is probably alive and being prepared to be sacrificed. The end of the story is a tragic surprise."
"The Haunting","Horror","Ninety years ago, Hugh Crain builds the mansion Hill House in a remote area of New England. When his wife is moving to the mansion, she has an accident and dies, leaving the bitter Hugh Crain and his daughter Abigail alone in Hill House. Hugh Crain marries again and his wife also dies in Hill House. He moves to England and dies, living Abigail alone. When she is an old and invalid woman, she hires a paid companion from the village, but the woman neglects her and she dies. The companion inherits Hill House but the mansion drives her crazy and she commits suicide. In the present days (1963), Dr. John Markway rents the mansion from the inheritor Mrs. Sanderson to study the supernatural and prove the existence of ghosts. He invites the clairvoyant Theodora 'Theo' and the unbalanced and needy psychic Eleanor 'Nell' Lance to spend vacation in Hill House, and he goes with the skeptical future inheritor Luke Sanderson to the mansion. During the nights, the quartet witness supernatural manifestation in the house and the sanity of Nell is affected by her ghosts."
"The Fly","Horror,Sci-Fi","Seth Brundle is a research scientist, employed by Bartok Sciences, who has invented "Telepods" two matter transmission pods that teleports any object through space from one "Telepod" to the other "Telepod". But, it is until Seth meets journalist Veronica Quaife who inspires Seth to correct the system, that Seth achieves successful teleportation. But something goes horribly wrong, when Seth uses himself as a guinea-pig in a matter transmission experiment, as he teleports himself, unaware his genes have been fused with a house fly that was trapped in the telepod with him. Seth, now finds himself slowly transforming into a terrifying mutant creature known as "Brundlefly" as he finds himself in a fierce battle as his mutated genes begins to take over."
"[Rec]","Horror,Mystery","In Barcelona, the reporter Ángela Vidal and the cameraman Pablo are covering the night-shift of local fire station. When the firemen receive a distress call from a lady in a building, Ángela and Pablo go in the firefighter truck with the firemen Manu and Álex with Pablo recording each step. When they arrive in the building under siege of the police, they find the hysterical dwellers gathered in the lobby in the entrance and they hear screams upstairs. Manu and Álex go upstairs with two policemen and followed by Ángela and Pablo, and they find an aggressive old lady that attacks one policeman. When they return to the lobby, they find that they are sealed in the building and trapped with the residents in the beginning of a chaotic and nightmarish night."
"A Nightmare on Elm Street","Horror","In the early 1980's, a psychopath named Freddy Krueger - known as the Springwood Slasher - murdered several children with a glove outfitted with straight razor blades attached to the fingers. When a foolish decision by a judge sets him free, Krueger is burned alive in the boiler room where he worked by an angry mob of the parents whose children he terrorized & murdered. Years after his death, the children whose parents were responsible for Krueger's death - including Nancy Thompson, daughter of the police officer who arrested Krueger - are experiencing terrifying nightmares involving a burned man wearing a glove with razor blades on the fingers. The ghost of Freddy Krueger is haunting their dreams, and when Nancy's best friend Tina dies in her sleep violently during a dream confrontation with Krueger, Nancy realizes she must find a way to stop the evil psychopath's reign of terror - or never sleep again..."
"Interview with the Vampire: The Vampire Chronicles","Horror,Romance","A night in San Francisco, during our time: A young journalist follows a man through the streets and they end up in an anonymous room. When the journalist starts to interview the man, the stranger tells him that he is a vampire, being over 200 years old. The journalist doesn't believe him, but after the man proves it's true, he tells his story: His name is Louis and in 18th century New Orleans he was 24, by this time owner of an estate and a widower already. One night, when he once again was destroying himself by drinking and other things, he was found by Lestat, a vampire, who bit him. But even after becoming a vampire, life wasn't fun for Louis until one night he met a little girl, Claudia, who would change his existence forever."
"The Evil Dead","Horror","Five friends go to a cabin in the woods for a vacation. They discover a volume called "The Book of the Dead" and a tape recorder belonging to a professor, who also owns the cabin. One of them plays back what is recorded on the tape-- which just happens to be Candarian resurrection passages translated from the Necronomicon (Book of the Dead) by the professor, which unleashes an evil force from the woods. The people start turning into evil deadites, and the others soon learn from the tape that the only way to kill a person who is turned into a deadite is by total body dismemberment. People are dying left and right; one girl early in the film looses control and runs off into the woods, only to be raped by the trees."
"Tucker & Dale vs Evil","Comedy,Horror","Two lovable West Virginian hillbillies, are headed to their "fixer-upper" vacation cabin to drink some beer, do some fishin', and have a good time. But when they run into a group of preppy college kids who assume from their looks that they must be in-bred, chainsaw wielding killers, Tucker & Dale's vacation takes a bloody & hilarious turn for the worse."
"An American Werewolf in London","Horror","Two American college students are on a walking tour of Britain and are attacked by a werewolf. One is killed, the other is mauled. The werewolf is killed but reverts to its human form, and the local townspeople are unwilling to acknowledge its existence. The surviving student begins to have nightmares of hunting on four feet at first but then finds that his friend and other recent victims appear to him, demanding that he commit suicide to release them from their curse, being trapped between worlds because of their unnatural deaths."
"Braindead","Comedy,Horror","A poisonous Sumatran rat-monkey is taken from a desert island to a zoo in New Zealand. Lionel takes his new girlfriend Paquita there. His pain-in-the-ass mother follows him, probably suffering from some kind of reverse Oedipus complex. She is bitten by the monkey and gradually dies and turns into a zombie. Then she goes around hunting people, and everybody she bites also turn into zombies. Lionel has bigger and bigger problems fighting the zombies and hiding them from Paquita and the rest of the world. Finally, Lionel and Paquita get into a fight with hundreds of zombies during a party of unwanted guests at Lionel's home."
"Cube","Mystery,Sci-Fi,Thriller","Six different people, each from a very different walk of life, awaken to find themselves inside a giant cube with thousands of possible rooms. Each has a skill that becomes clear when they must band together to get out: a cop, a math whiz, a building designer, a doctor, an escape master, and a disabled man. Each plays a part in their thrilling quest to find answers as to why they've been imprisoned."
"Poltergeist","Horror","While living an an average family house in a pleasant neighborhood, the youngest daughter of the Freeling family, Carol Anne, seems to be connecting with the supernatural through a dead channel on the television. It is not for long when the mysterious beings enter the house's walls. At first seeming like harmless ghosts, they play tricks and amuse the family, but they take a nasty turn- they horrify the family to death with angry trees and murderous dolls, and finally abduct Carol Anne into her bedroom closet, which seems like the entrance to the other side."
"Dracula","Drama,Fantasy,Horror","This version of Dracula is closely based on Bram Stoker's classic novel of the same name. A young lawyer (Jonathan Harker) is assigned to a gloomy village in the mists of eastern Europe. He is captured and imprisoned by the undead vampire Dracula, who travels to London, inspired by a photograph of Harker's betrothed, Mina Murray. In Britain, Dracula begins a reign of seduction and terror, draining the life from Mina's closest friend, Lucy Westenra. Lucy's friends gather together to try to drive Dracula away."
"Dawn of the Dead","Action,Horror,Sci-Fi","On the hottest day of the summer, a Milwaukee nurse named Ana has just gotten off work to cuddle up with her husband, not paying any attention to an emergency broadcast involving a plague that is sweeping the nation. When her next door neighbor, a little girl, wanders into her bedroom, she sinks her teeth into the neck of Ana's husband Louis and no sooner does Louis die from blood trauma, he's back on his feet and trying to bite Ana. Taking off in her car, Ana watches in horror as the city becomes a virtual 'hellzone' as people begin to feed upon people, until she crashes her vehicle. Rescued by tough lawman Kenneth, Ana and a group of other survivors decide to hide out at the local Crossroads mall where they begin to learn through news broadcasts that the plague is turning civilians into primal, carnivorous cannibals with an insatiable hunger for human flesh and the only way to take these bad boys down is by shooting them in the head (which should terminate all brain activity). The group decides to hold up at the mall until a rescue team can come back and pick them up, but problems begin to arise when the infected start making their way toward the shopping center in search of more survivors."
"Carrie","Horror,Thriller","Carrie White is the outsider of her class. She's a mousy girl, all of her classmates hate her, and her mother is a religious fanatic who walks around in a black cape. After she unexpectedly has her first period, she is teased by the girls more ruthlessly than before. The gym teacher punishes the girls that were involved and one of them, Sue Snell, feels sorry for what she did and asks her boyfriend to take Carrie to the prom instead of her. But another girl that has been banned from the prom, Chris Hargenson, isn't so forgiving and hatches an evil plan with her boyfriend that involves Carrie and a bucket full of pig's blood. But what none of the students realize is that Carrie has the power of telekinesis, the power to move things with your mind, and that when you make her mad, she transforms from an innocent girl to a rage-filled monster. And this is gonna be a prom no one will ever forget."
"Invasion of the Body Snatchers","Horror,Sci-Fi","The employee of the Department of Public Health, Elizabeth Driscoll, tells his friend and coworker, the field investigator Matthew Bennell, that her boyfriend Dr. Geoffrey Howell is not the same person - he is behaving differently. Matthew suggests that Elizabeth pays a visit to his friend, the renowned Dr. David Kibner. They meet him in a lecture and he tries to convince her that she has some emotional problem with Geoffrey, while Elizabeth notes that other people are having the same complaint. When Matthew's friends, Nancy and Jack Bellicec, find a clone of Jack in their medical mud business, they call Matthew and he immediately seeks out Elizabeth. He breaks in her house and finds a clone of her. The quartet discovers that people are being replaced by exact emotionless replicas using plants that get them when they sleep."
"Ring","Horror,Mystery,Thriller","Reiko Asakawa is researching into a 'Cursed Video' interviewing teenagers about it. When her niece Tomoko dies of 'sudden heart failure' with an unnaturally horrified expression on her face, Reiko investigates. She finds out that some of Tomoko's friends, who had been on a holiday with Tomoko the week before, had died on exactly the same night at the exact same time in the exact same way. Reiko goes to the cabin where the teens had stayed and finds an 'unlabeled' video tape. Reiko watched the tape to discover to her horror it is in fact the 'cursed videotape'. Ex-Husband Ryuji helps Reiko solve the mystery, Reiko makes him a copy for further investigation. Things become more tense when their son Yoichi watches the tape saying Tomoko had told him to. Their discovery takes them to a volcanic island where they discover that the video has a connection to a psychic who died 30 years ago, and her child Sadako..."
"Village of the Damned","Horror,Mystery,Sci-Fi","The scene is the English village of Midwich. The scientist Gordon Zellaby is having a telephone conversation. Mid-sentence he passes out. At the same moment, every single person and animal in town has passed out just as suddenly; some unknown force has put all the inhabitants of Midwich to sleep. When the army gets involved, they find this force has precise boundaries. One soldier, after being lassoed around the waist, walks past the boundary, loses consciousness and immediately revives when his fellows pull him out of the infected area. A few hours later, this strange force disappears and everyone wakes up. The mystery remains unsolved for weeks, but it has a sequel. All Midwich women of childbearing age are unaccountably pregnant. And the glowing-eyed children they have will prove to be worse than what they could have feared."
"Let Me In","Drama,Horror,Mystery","In Los Alamos, New Mexico, the twelve year-old Owen is a lonely and outcast boy bullied in school by Kenny and two other classmates; at home, Owen dreams of avenging himself against the trio of bullies. He befriends his twelve-year-old next door neighbor, Abby, who only appears during the night in the playground of their building. Meanwhile, Abby's father is a wanted serial-killer who drains the blood of his victims to supply Abby, who is actually an ancient vampire. Abby advises Owen to fight Kenny; however, soon he discovers that she is a vampire, and he feels fear and love for the girl. Meanwhile a police officer is investigating the murder cases, believing that it is a satanic cult."
"The Mist","Horror,Sci-Fi,Thriller","Everyone thinks of it as a harmless lightning storm. When Dave Drayton notices a strange mist on the lake, he thinks nothing of it. When he, his son, Billy Drayton, and his neighbor Brent Norton travel to the supermarket, the unthinkable happens. On their way to the market, they see the army, firefighters, and the police heading toward the mist. When he sees this Brent mentions something about "Project Arrowhead", a secret military project that no one knows about. As they are shopping, they see three soldiers walk in, pick up a few things, then head toward the mist. All eighty of the store's shoppers have no clue what is going on until an old man runs in the market with a bloody nose and declares "Something in the mist!" He tells them to close the door. About five seconds after they close the door, the entire store shakes, as though it has been lifted several feet above the ground. When David is asked to check on the generator, he finds the loading dock door being pushed on by something outside. Then Dave hears a groan. He asks three people to come with him. When Norm the bag-boy volunteers to go out, he is dragged away by a creature with large squid-like tentacles that have mouths, teeth, and arms. After Dave and the other three fight off the tentacles, they warn everyone in the store what is out there. Upon hearing this, Mrs. Carmody exclaims that it is the End Time and that God is punishing them. People don't believe it, but finally Mrs. Carmody has almost everyone in the store on her side. Does 'Project Arrowhead' have anything to do with this? Will Dave Drayton, his son, and his friends make it out alive as they make a last stand against this destruction? Or will they be taken by the demon-like creatures of 'The Mist'?"
"A Tale of Two Sisters","Drama,Horror,Mystery","Two sisters who, after spending time in a mental institution, return to the home of their father and cruel stepmother. Once there, in addition to dealing with their stepmother's obsessive and unbalanced ways, an interfering ghost also affects their recovery."
"The Descent","Adventure,Horror","The sportswoman Sarah loses her husband and daughter in a car crash, but she survives. One year later, her friends Beth, Rebecca, Sam and Holly, leaded by Juno, invite her to explore a deep cave in the mountains. When the expedition is about three kilometers underground, a rock collapses and blocks the access tunnel, trapping the group inside the cave. With limited supplies, they try to find a way out, but sooner they face a hunger and savage breed of predators."
"Planet Terror","Action,Horror","In a rural town in Texas, go-go dancer Cherry Darling (with a leg/machine gun), decides to quit her low-paying job and find another use for her numerous 'useless' talents. Cherry's ex-boyfriend, El Wray, at the Bone Shack, a restaurant owned by J.T. Hague, a group of military officials, led by the demented Lt. Muldoon, are making a business transaction with a scientist named Abby for a deadly biochemical agent known as DC2 codename "Project Terror", but when Muldoon learns Abby has an extra supply on hand, he attempts to take Abby hostage and Abby intentionally releases the gas into the air. As gun-legged Cherry Darling and one man wrecking crew El Wray try to save the world from a horde of flesh-eating zombies."
"Kim Bok-nam salinsageonui jeonmal","Crime,Drama,Horror","Hae-won is a beautiful single woman in her thirties who works at a bank in the Seoul city. She leads a busy life until she becomes a witness to an attempted murder case, and at the same time, things get complicated at work. When things get out of hand she is forced to take a vacation so she heads for 'Moodo', a small undeveloped island, where she had once visited to see her grandparents. And where she had befriended a girl named Bok-nam who stills writes to Hae-won asking her to visit despite the fact that Hae-won never bothered to reply. Upon arriving at the island, Hae-won is shocked to see everyone treating Bok-nam like a slave. As practically the only young woman on the island, she is a plaything for all the men and a free laborer for the women. Sick of all the inhumane treatment, Bok-nam had tried to escape the island several times in the past but had failed each time. She begs Hae-won to help her escape the place, but Hae-won remains indifferent not wanting to be involved in complicated situations. When Bok-nam realizes that her own daughter will follow her footsteps, she tries to escape the island with her daughter. But her daughter gets killed in the process. And when she loses the only thing that had kept her going because of Hae-won's negligence, Bok-nam takes a sickle in her hand for revenge."
"Audition","Horror,Thriller","A lonely Japanese widower whose son is planning to move out of the house soon expresses his sadness to a friend and fellow film producer, who becomes inspired to hold an audition for a non-existent film so that the widower can select a new potential bride from the resulting audition pool. The widower ultimately becomes enamored with and fascinated by one particular young woman...but first impressions can often be horribly wrong...."
"Hausu","Comedy,Horror","Oshare (Gorgeous) is excited about spending summer vacation with her father, until she finds out that his beautiful, freakishly serene girlfriend Ryouko would be going as well. Oshare decides she will be going to her aunt's house in the country instead. She brings with her her friends from school - Fanta (who likes to take pictures, and daydreams a lot), KunFuu (who has very good reflexes), Gari/Prof (who is a major nerd), Sweet (who likes to clean), Mac (who eats a lot), and Melody (a musician). However, the girls are unaware that Oshare's aunt is actually dead and the house is actually haunted. When they arrive at the house, crazy events take place and the girls disappear one by one while slowly discovering the secret behind all the madness."
"Re-Animator","Horror,Sci-Fi","In this H.P. Lovecraft tale, Herbert West is a Swiss scientist who has discovered a fluid which brings dead tissue back to life. After the suspicious death of his professor in Switzerland, West moves to Miskatonic University to continue his research. He involves fellow student Dan Cain and his fiancée Megan Halsey in his research by experimenting on their dead cat. Dan, fascinated by West's research, agrees to smuggle him into the hospital morgue with predictable results."
